"","smiles","drugbank_id","prestwick_ID"
"609","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","DB01172","Prestw-394"
"610","CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C","DB01173","Prestw-239"
"611","CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1","DB01175","Prestw-1271"
"612","CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","DB01176","Prestw-510"
"613","CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O","DB01178","Prestw-336"
"614","[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O","DB01179","Prestw-782"
"615","ClCCNP1(=O)OCCCN1CCCl","DB01181","Prestw-833"
"616","CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1","DB01182","Prestw-499"
"617","OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O","DB01183","Prestw-111"
"618","ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2","DB01184","Prestw-340"
"619","[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC","DB01186","Prestw-295"
"620","CC1=CC(=O)N(O)C(=C1)C1CCCCC1","DB01188","Prestw-541"
"621","CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O","DB01190","Prestw-137"
"622","CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F","DB01191","Prestw-1392"
"623","CCCC(=O)NC1=CC=C(OCC(O)CNC(C)C)C(=C1)C(C)=O","DB01193","Prestw-69"
"624","CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB01194","Prestw-365"
"625","FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1","DB01195","Prestw-735"
"626","C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O","DB01197","Prestw-19"
"627","CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1","DB01198","Prestw-1367"
"628","[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C","DB01200","Prestw-121"
"629","CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O","DB01201","Prestw-1157"
"630","CC[C@H](N1CCCC1=O)C(N)=O","DB01202","Prestw-1427"
"631","CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2","DB01203","Prestw-818"
"632","OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O","DB01204","Prestw-385"
"633","C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O","DB01208","Prestw-1343"
"634","CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O","DB01210","Prestw-847"
"635","[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC","DB01211","Prestw-1378"
"636","CC1=CNN=C1","DB01213","Prestw-1499"
"637","[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C","DB01216","Prestw-717"
"638","CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N","DB01217","Prestw-1222"
"639","CCCCN(CCCC)CCC(O)C1=C2C=CC(=CC2=C2C=C(Cl)C=C(Cl)C2=C1)C(F)(F)F","DB01218","Prestw-1031"
"640","[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O","DB01219","Prestw-291"
"641","CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O","DB01220","Prestw-1478"
"642","[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB01222","Prestw-518"
"643","OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12","DB01224","Prestw-1323"
"644","[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C","DB01229","Prestw-155"
"645","OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1","DB01231","Prestw-252"
"646","[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C","DB01232","Prestw-1114"
"647","CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC","DB01233","Prestw-209"
"648","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB01234","Prestw-130"
"649","N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O","DB01235","Prestw-17"
"650","ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl","DB01238","Prestw-1229"
"651","CN(C)CC\C=C1\C2=CC=CC=C2SC2=CC=C(Cl)C=C12","DB01239","Prestw-348"
"652","CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1","DB01241","Prestw-214"
"653","CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2","DB01242","Prestw-269"
"654","OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2","DB01243","Prestw-1474"
"655","CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1","DB01244","Prestw-368"
"656","C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C","DB01245","Prestw-968"
"657","CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12","DB01246","Prestw-842"
"658","CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1","DB01247","Prestw-795"
"659","[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1","DB01248","Prestw-1180"
"660","CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","DB01249","Prestw-848"
"661","COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O","DB01251","Prestw-991"
"662","NNC1=NN=CC2=CC=CC=C12","DB01275","Prestw-169"
"663","CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1","DB01288","Prestw-282"
"664","CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1","DB01297","Prestw-332"
"665","COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC","DB01299","Prestw-1094"
"666","CO[C@H]1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O","DB01321","Prestw-154"
"667","CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O","DB01325","Prestw-1050"
"668","[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O","DB01327","Prestw-736"
"669","[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O","DB01329","Prestw-327"
"670","[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O","DB01330","Prestw-473"
"671","[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O","DB01331","Prestw-832"
"672","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1","DB01337","Prestw-1034"
"673","[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1","DB01339","Prestw-1359"
"674","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3","DB01357","Prestw-846"
"675","CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1","DB01359","Prestw-1043"
"676","CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I","DB01362","Prestw-512"
"677","CNC(C)(C)CC1=CC=CC=C1","DB01365","Prestw-726"
"678","[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2","DB01392","Prestw-584"
"679","CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O","DB01393","Prestw-378"
"680","COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O","DB01394","Prestw-363"
"681","CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C","DB01400","Prestw-468"
"682","COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1","DB01403","Prestw-797"
"683","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3","DB01406","Prestw-105"
"684","CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1","DB01407","Prestw-345"
"685","CN(C)C(=O)OC1=CC(=CC(OC(=O)N(C)C)=C1)C(O)CNC(C)(C)C","DB01408","Prestw-361"
"686","O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1","DB01411","Prestw-1317"
"687","CN1C=NC2=C1C(=O)NC(=O)N2C","DB01412","Prestw-874"
"688","CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1","DB01413","Prestw-1118"
"689","CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O","DB01418","Prestw-110"
"690","NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O","DB01421","Prestw-867"
"691","CN(C)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1","DB01424","Prestw-88"
"692","COC1=CC2=NNN=C2C=C1C(=O)NCC1CCCN1CC=C","DB01425","Prestw-451"
"693","NC1=CC(=CNC1=O)C1=CC=NC=C1","DB01427","Prestw-800"
"694","COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1","DB01428","Prestw-887"
"695","CN1N(C(=O)C=C1C)C1=CC=CC=C1","DB01435","Prestw-29"
"696","CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C","DB01436","Prestw-1211"
"697","NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1","DB01438","Prestw-752"
"698","CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I","DB01578","Prestw-463"
"699","CC(C)NCC(O)COC1=CC=CC=C1OCC=C","DB01580","Prestw-1057"
"700","CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1","DB01581","Prestw-694"
"701","CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","DB01582","Prestw-775"
"702","[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O","DB01598","Prestw-519"
"703","CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C","DB01599","Prestw-384"
"704","CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1","DB01600","Prestw-496"
"705","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC","DB01602","Prestw-416"
"706","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C","DB01604","Prestw-1009"
"707","[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1","DB01605","Prestw-1053"
"708","[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O","DB01606","Prestw-1349"
"709","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O","DB01607","Prestw-1067"
"710","CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1","DB01611","Prestw-1284"
"711","CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O","DB01614","Prestw-576"
"712","CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1","DB01616","Prestw-174"
"713","CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2","DB01618","Prestw-1035"
"714","CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1","DB01620","Prestw-59"
"715","CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1","DB01622","Prestw-149"
"716","OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1","DB01624","Prestw-998"
"717","CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C","DB01625","Prestw-770"
"718","CN(CC#C)CC1=CC=CC=C1","DB01626","Prestw-183"
"719","[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O","DB01627","Prestw-302"
"720","CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O","DB01628","Prestw-1408"
"721","NC1=NC2=C(N=NN2)C(=O)N1","DB01667","Prestw-1"
"722","COC1=C(OC2CCCC2)C=C(C=C1)C1CNC(=O)C1","DB01954","Prestw-924"
"723","CC[N+](C)(CC)CCC[N+]1=C(C2=CC=CC=C2)C2=C(C=CC(N)=C2)C2=C1C=C(N)C=C2","DB02166","Prestw-792"
"724","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC=C21)C=C(O)C=C3","DB02187","Prestw-850"
"725","OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F","DB02266","Prestw-203"
"726","O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1","DB02300","Prestw-1257"
"727","[H][C@@]1(CC[C@@]2(C)[C@@]([H])(CC[C@]3(C)[C@]2([H])C(=O)C=C2[C@]4([H])C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C)OC(=O)CCC(O)=O","DB02329","Prestw-837"
"728","ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1","DB02546","Prestw-1362"
"729","O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C","DB02703","Prestw-390"
"730","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","DB02789","Prestw-546"
"731","COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1","DB02918","Prestw-977"
"732","NS(=O)(=O)C1=CC(=CC(N2CCCC2)=C1OC1=CC=CC=C1)C(O)=O","DB02925","Prestw-1047"
"733","CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1","DB03585","Prestw-1049"
"734","OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1","DB03604","Prestw-202"
"735","[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O","DB03615","Prestw-758"
"736","[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H](O)[C@]12C)C1=CC(=O)OC1","DB03671","Prestw-883"
"737","FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1","DB03701","Prestw-386"
"738","CCOC1=CC=C(NC(C)=O)C=C1","DB03783","Prestw-533"
"739","CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C","DB04017","Prestw-344"
"740","[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C1=CC(=O)OC1","DB04177","Prestw-436"
"741","CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2","DB04209","Prestw-388"
"742","OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1","DB04552","Prestw-255"
"743","[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O","DB04570","Prestw-819"
"744","CC1=CC2=CC3=C(OC(=O)C=C3C)C(C)=C2O1","DB04571","Prestw-709"
"745","[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB04573","Prestw-1096"
"746","C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O","DB04574","Prestw-688"
"747","CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN(CCF)C2=C1F)C(O)=O","DB04576","Prestw-1414"
"748","COC1=CC=C(C=C1)C(=O)N1CCCC1=O","DB04599","Prestw-1178"
"749","CN[C@H]1[C@@H](O)[C@H]2O[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2O[C@@H]1O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O","DB04626","Prestw-1005"
"750","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","DB04652","Prestw-432"
"751","CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O","DB04690","Prestw-200"
"752","COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O","DB04703","Prestw-400"
"753","OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I","DB04711","Prestw-939"
"754","CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O","DB04743","Prestw-194"
"755","C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1","DB04794","Prestw-1241"
"756","OC1=C(I)C=C(Cl)C2=C1N=CC=C2","DB04815","Prestw-886"
"757","CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1","DB04817","Prestw-713"
"758","CC(C)NNC(=O)C1=CC=NC=C1","DB04818","Prestw-176"
"759","CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1","DB04819","Prestw-342"
"760","O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1","DB04820","Prestw-1099"
"761","CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2","DB04821","Prestw-108"
"762","CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1","DB04825","Prestw-560"
"763","CN1C(CC(O)=O)=CC(C)=C1C(=O)C1=CC=C(Cl)C=C1","DB04828","Prestw-779"
"764","CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1","DB04832","Prestw-92"
"765","[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H]","DB04839","Prestw-1074"
"766","NC(=N)N1CCC2=CC=CC=C2C1","DB04840","Prestw-372"
"767","FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1","DB04841","Prestw-312"
"768","FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1","DB04842","Prestw-906"
"769","C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB04843","Prestw-653"
"770","CCN(CC)C(=O)NC1=CC=C(OCC(O)CNC(C)(C)C)C(=C1)C(C)=O","DB04846","Prestw-1132"
"771","ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=CC=CC=C23)C=C1","DB04879","Prestw-1358"
"772","CCCOC1=CC2=C(C=C1)N=C(NC(=O)OC)N2","DB04910","Prestw-1460"
"773","COC1=CC=C(C=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1","DB04924","Prestw-1295"
"774","CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1","DB04948","Prestw-1430"
"775","CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C","DB05266","Prestw-1286"
"776","FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2","DB06144","Prestw-1341"
"777","[H]\C1=C(\[H])/C(/[H])=C([H])/[C@]([H])(O[C@@]2([H])CC[C@]([H])(N(C)C)[C@]([H])(C)O2)[C@]([H])(C)C[C@]([H])(CC=O)[C@]([H])(O[C@]2([H])O[C@]([H])(C)[C@@]([H])(O[C@@]3([H])C[C@@](C)(O)[C@@]([H])(O)[C@]([H])(C)O3)[C@]([H])(N(C)C)[C@@]2([H])O)[C@@]([H])(OC)[C@]([H])(O)CC(=O)O[C@]([H])(C)C1","DB06145","Prestw-745"
"778","NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","DB06147","Prestw-16"
"779","CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21","DB06148","Prestw-99"
"780","COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1","DB06150","Prestw-728"
"781","CC(=O)N[C@@H](CS)C(O)=O","DB06151","Prestw-1206"
"782","CC(CCC1=CC=CC=C1)NC(C)C(O)C1=CC=C(O)C=C1","DB06152","Prestw-1454"
"783","CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2","DB06153","Prestw-992"
"784","[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C","DB06230","Prestw-1490"
"785","CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC","DB06288","Prestw-1217"
"786","COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1","DB06403","Prestw-1497"
"787","O=C1NOC2=C1CCNC2","DB06554","Prestw-972"
"788","COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1","DB06691","Prestw-289"
"789","[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC","DB06693","Prestw-1441"
"790","CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C","DB06694","Prestw-223"
"791","CNCCC1=CC=CC=N1","DB06698","Prestw-543"
"792","NC(N)=NCC1=CC(I)=CC=C1","DB06704","Prestw-490"
"793","CNC(C)CCC=C(C)C","DB06706","Prestw-1023"
"794","C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1","DB06707","Prestw-739"
"795","CC(C[N+](C)(C)C)OC(C)=O","DB06709","Prestw-759"
"796","C(C1=NCCN1)C1=CC=CC2=CC=CC=C12","DB06711","Prestw-46"
