"","smiles","drugbank_id","prestwick_ID"
"200","[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O","DB00493","Prestw-139"
"201","CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N","DB00494","Prestw-1403"
"202","CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O","DB00495","Prestw-333"
"203","NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1","DB00496","Prestw-1514"
"204","O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1","DB00498","Prestw-538"
"205","CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DB00499","Prestw-180"
"206","CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1","DB00500","Prestw-856"
"207","CN\C(NCCSCC1=C(C)NC=N1)=N\C#N","DB00501","Prestw-26"
"208","OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1","DB00502","Prestw-115"
"209","CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1","DB00505","Prestw-1042"
"210","CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F","DB00508","Prestw-53"
"211","CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2","DB00512","Prestw-497"
"212","NCCCCCC(O)=O","DB00513","Prestw-960"
"213","[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C","DB00514","Prestw-359"
"214","CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2","DB00518","Prestw-247"
"215","CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2","DB00521","Prestw-446"
"216","CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O","DB00524","Prestw-112"
"217","CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1","DB00525","Prestw-70"
"218","CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC","DB00527","Prestw-76"
"219","COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2","DB00530","Prestw-1242"
"220","ClCCN(CCCl)P1(=O)NCCCO1","DB00531","Prestw-1481"
"221","CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1","DB00532","Prestw-1108"
"222","CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1","DB00533","Prestw-1336"
"223","[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O","DB00535","Prestw-1263"
"224","OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O","DB00537","Prestw-113"
"225","CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1","DB00539","Prestw-1197"
"226","CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12","DB00540","Prestw-254"
"227","[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC","DB00542","Prestw-1129"
"228","ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1","DB00543","Prestw-102"
"229","FC1=CNC(=O)NC1=O","DB00544","Prestw-1203"
"230","CN(C)C(=O)OC1=C[N+](C)=CC=C1","DB00545","Prestw-1322"
"231","COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C","DB00549","Prestw-1364"
"232","CCCC1=CC(=O)NC(=S)N1","DB00550","Prestw-494"
"233","CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O","DB00554","Prestw-211"
"234","NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1","DB00555","Prestw-1492"
"235","OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1","DB00557","Prestw-133"
"236","COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1","DB00559","Prestw-1244"
"237","NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O","DB00562","Prestw-824"
"238","CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O","DB00563","Prestw-135"
"239","NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12","DB00564","Prestw-52"
"240","C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1","DB00568","Prestw-278"
"241","CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2","DB00571","Prestw-1081"
"242","CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1","DB00572","Prestw-565"
"243","CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1","DB00573","Prestw-754"
"244","ClC1=CC=CC(Cl)=C1NC1=NCCN1","DB00575","Prestw-248"
"245","CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1","DB00576","Prestw-742"
"246","CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O","DB00577","Prestw-1505"
"247","C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1","DB00582","Prestw-1500"
"248","CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O","DB00584","Prestw-314"
"249","CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O","DB00585","Prestw-921"
"250","OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl","DB00586","Prestw-594"
"251","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1","DB00590","Prestw-858"
"252","[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO","DB00591","Prestw-1419"
"253","CCC1(C)CC(=O)NC1=O","DB00593","Prestw-165"
"254","NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N","DB00594","Prestw-7"
"255","[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C","DB00595","Prestw-307"
"256","CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1","DB00598","Prestw-277"
"257","OC1=CC=C(OCC2=CC=CC=C2)C=C1","DB00600","Prestw-912"
"258","CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1","DB00601","Prestw-1429"
"259","CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC","DB00604","Prestw-430"
"260","CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O","DB00605","Prestw-73"
"261","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O","DB00607","Prestw-843"
"262","CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1","DB00608","Prestw-548"
"263","CCC1=NC=CC(=C1)C(N)=S","DB00609","Prestw-526"
"264","C[C@H](N)[C@H](O)C1=CC(O)=CC=C1","DB00610","Prestw-197"
"265","CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1","DB00612","Prestw-330"
"266","CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1","DB00613","Prestw-309"
"267","[H]C(=NN1CCOC1=O)C1=CC=C(O1)[N+]([O-])=O","DB00614","Prestw-808"
"268","CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21","DB00615","Prestw-1109"
"269","[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O","DB00618","Prestw-753"
"270","CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1","DB00619","Prestw-1290"
"271","[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00620","Prestw-120"
"272","[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C","DB00621","Prestw-1192"
"273","COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1","DB00622","Prestw-383"
"274","OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","DB00623","Prestw-320"
"275","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB00624","Prestw-401"
"276","FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1","DB00625","Prestw-1400"
"277","CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC","DB00626","Prestw-919"
"278","OC(=O)C1=CN=CC=C1","DB00627","Prestw-881"
"279","NC(N)=NN=CC1=C(Cl)C=CC=C1Cl","DB00629","Prestw-96"
"280","NCCCC(O)(P(O)(O)=O)P(O)(O)=O","DB00630","Prestw-1210"
"281","CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1","DB00634","Prestw-14"
"282","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00635","Prestw-77"
"283","CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1","DB00636","Prestw-1383"
"284","COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1","DB00637","Prestw-136"
"285","ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1","DB00639","Prestw-408"
"286","[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC","DB00641","Prestw-865"
"287","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1","DB00643","Prestw-217"
"288","CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1","DB00645","Prestw-264"
"289","C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O","DB00646","Prestw-517"
"290","ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl","DB00648","Prestw-1444"
"291","CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O","DB00649","Prestw-1279"
"292","[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2","DB00650","Prestw-738"
"293","CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O","DB00651","Prestw-33"
"294","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB00655","Prestw-914"
"295","ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1","DB00656","Prestw-292"
"296","CNC1(C)C2CCC(C2)C1(C)C","DB00657","Prestw-1111"
"297","CC(=O)NCCCS(O)(=O)=O","DB00659","Prestw-1502"
"298","COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1","DB00661","Prestw-141"
"299","COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1","DB00662","Prestw-80"
"300","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C","DB00663","Prestw-734"
"301","CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F","DB00665","Prestw-928"
"302","CNC[C@H](O)C1=CC(O)=C(O)C=C1","DB00668","Prestw-1480"
"303","CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1","DB00669","Prestw-1346"
"304","CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1","DB00670","Prestw-129"
"305","[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O","DB00671","Prestw-462"
"306","CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1","DB00672","Prestw-323"
"307","C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F","DB00673","Prestw-1600"
"308","[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3","DB00674","Prestw-588"
"309","CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","DB00675","Prestw-146"
"310","CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1","DB00678","Prestw-1433"
"311","CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1","DB00679","Prestw-78"
"312","CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1","DB00680","Prestw-1051"
"313","[H][C@]12C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C\C=C\C=C\C=C\C=C\C=C\C=C\[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@](O)(C[C@H](O)[C@H]1C(O)=O)O2","DB00681","Prestw-410"
"314","CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2","DB00682","Prestw-1363"
"315","NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O","DB00684","Prestw-544"
"316","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB00687","Prestw-281"
"317","CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1","DB00692","Prestw-230"
"318","COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O","DB00694","Prestw-487"
"319","NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O","DB00695","Prestw-341"
"320","ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1","DB00697","Prestw-1182"
"321","[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O","DB00698","Prestw-168"
"322","[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC","DB00699","Prestw-147"
"323","CN1N=C(SC1=NC(C)=O)S(N)(=O)=O","DB00703","Prestw-802"
"324","[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O","DB00704","Prestw-116"
"325","NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1","DB00709","Prestw-1298"
"326","CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O","DB00710","Prestw-1285"
"327","CCN(CC)C(=O)N1CCN(C)CC1","DB00711","Prestw-284"
"328","CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1","DB00712","Prestw-917"
"329","[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O","DB00713","Prestw-1475"
"330","[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23","DB00714","Prestw-101"
"331","FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1","DB00715","Prestw-851"
"332","[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DB00717","Prestw-253"
"333","OP(O)(=O)C(Cl)(Cl)P(O)(O)=O","DB00720","Prestw-1381"
"334","CCN(CC)CCOC(=O)C1=CC=C(N)C=C1","DB00721","Prestw-41"
"335","NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O","DB00722","Prestw-301"
"336","COC1=CC(C(O)C(C)N)=C(OC)C=C1","DB00723","Prestw-535"
"337","CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N","DB00724","Prestw-1291"
"338","CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12","DB00726","Prestw-806"
"339","N1C2=CC=CC=C2N=C1C1=CSC=N1","DB00730","Prestw-524"
"340","C[N+]1=C(\C=N\O)C=CC=C1","DB00733","Prestw-943"
"341","CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1","DB00734","Prestw-1029"
"342","CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12","DB00735","Prestw-1063"
"343","CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1","DB00737","Prestw-457"
"344","NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1","DB00738","Prestw-553"
"345","NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2","DB00740","Prestw-167"
"346","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB00741","Prestw-447"
"347","CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1","DB00744","Prestw-1365"
"348","NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1","DB00745","Prestw-1147"
"349","CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN","DB00746","Prestw-725"
"350","CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1","DB00747","Prestw-877"
"351","CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1","DB00748","Prestw-801"
"352","CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1","DB00749","Prestw-231"
"353","CCCNC(C)C(=O)NC1=CC=CC=C1C","DB00750","Prestw-199"
"354","NC1CC1C1=CC=CC=C1","DB00752","Prestw-173"
"355","CCN1C(=O)NC(C1=O)C1=CC=CC=C1","DB00754","Prestw-696"
"356","C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O","DB00755","Prestw-257"
"357","OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl","DB00756","Prestw-1472"
"358","[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2","DB00757","Prestw-1510"
"359","[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O","DB00759","Prestw-140"
"360","[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]","DB00760","Prestw-1106"
"361","CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12","DB00762","Prestw-1494"
"362","CN1C=CNC1=S","DB00763","Prestw-786"
"363","[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00764","Prestw-572"
"364","[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO","DB00766","Prestw-1315"
"365","CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2","DB00768","Prestw-1307"
"366","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O","DB00770","Prestw-1018"
"367","C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB00771","Prestw-822"
"368","[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O","DB00773","Prestw-396"
"369","NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F","DB00774","Prestw-13"
"370","NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2","DB00776","Prestw-1156"
"371","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O","DB00778","Prestw-854"
"372","CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2","DB00779","Prestw-1447"
"373","NNCCC1=CC=CC=C1","DB00780","Prestw-170"
"374","CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C","DB00782","Prestw-827"
"375","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3","DB00783","Prestw-441"
"376","CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1","DB00784","Prestw-54"
"377","NC1=NC(=O)C2=C(N1)N(COCCO)C=N2","DB00787","Prestw-86"
"378","COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O","DB00788","Prestw-45"
"379","[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O","DB00790","Prestw-1101"
"380","CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1","DB00792","Prestw-1199"
"381","ClC1=CC(Cl)=C(Cl)C=C1OCC#CI","DB00793","Prestw-1269"
"382","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1","DB00794","Prestw-933"
"383","OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1","DB00795","Prestw-520"
"384","C(C1=NCCN1)C1=CC=CC=C1","DB00797","Prestw-60"
"385","CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1","DB00798","Prestw-160"
"386","CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O","DB00803","Prestw-486"
"387","CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1","DB00804","Prestw-48"
"388","CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1","DB00805","Prestw-66"
"389","CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C","DB00806","Prestw-196"
"390","CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC","DB00807","Prestw-959"
"391","CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O","DB00808","Prestw-220"
"392","CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1","DB00809","Prestw-228"
"393","OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1","DB00810","Prestw-502"
"394","NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","DB00811","Prestw-993"
"395","CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1","DB00812","Prestw-1310"
"396","CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O","DB00814","Prestw-369"
"397","CC(C)NCC(O)C1=CC(O)=CC(O)=C1","DB00816","Prestw-505"
"398","CC(C)C1=CC=CC(C(C)C)=C1O","DB00818","Prestw-931"
"399","CC(=O)NC1=NN=C(S1)S(N)(=O)=O","DB00819","Prestw-3"
